product,marketing_name,brand,cpu,cpu_make,device,memory_mb
HT10LA1MSGNA02,HT10LA1MSGNA02,HYUNDAI,MT6771,Mediatek,HT10LA1MSGNA02,4096
gaea,Rakuten BIG s,Rakuten,SM7250,Qualcomm,gaea,6144
GN9008,E8,GiONEE,MT6795,Mediatek,GiONEE_GN9008,3072
EKVATOR,V TAB Z2 LTE,Vestel,MT8768A,Mediatek,EKVATOR,4096
CN_P720S07_1,ZTE 7531N,ZTE,T760,Spreadtrum,P720S07,4096
X670-GL,NOTE 12,Infinix,MT6781V/CD,Mediatek,Infinix-X670,4096
Dslide_1025_EEA,Dslide_1025_EEA,Danew,T618,Spreadtrum,Dslide_1025_EEA,4096
ellis_a,moto g pure,motorola,MT6765,Mediatek,ellis,3072
b5qksx,Galaxy Z Flip5,samsung,SM8550,QTI,b5q,8192
Primo_X4_Pro,Primo X4 Pro,WALTON,MT6755,Mediatek,Primo_X4_Pro,4096
YOSHIRO,R3,YOSHIRO,RTD2841A,Realtek,R3,2048
crownqltezc,Galaxy Note9,samsung,SDM845,Qualcomm,crownqltechn,6144
h1_acg_us,LG G5,lge,MSM8996,Qualcomm,h1,4096
PCZ_jp_u,AQUOS sense3,KDDI_u,SDM630,Qualcomm,PCZ-u,4096
zerofltectc,Galaxy S6,samsung,Exynos 7420,Samsung,zerofltectc,3072
VNS-L23,P9 lite,HUAWEI,KIRIN650,HiSilicon,HWVNS-H,3072
TC78_TR,TC78,Zebra,QCM6490,Qualcomm,TC78,4096
nash_tmo_c,Moto Z (2) Force,motorola,MSM8998,Qualcomm,nash,4096
j3y17lteser,Galaxy J3(2017),samsung,Exynos 7570,Samsung,j3y17lte,2048
DW-TN7RK16,DW-TN7RK16,Daewoo,RK3326,Rockchip,DW-TN7RK16,2048
IM-560,IM-560,iMESH,SM6115,Qualcomm,IM-560,3072
h1_global_com_nr,LG G5,lge,MSM8996,Qualcomm,h1,4096
Vivo_XI_PLUS,Vivo XI+,BLU,MT6771,Mediatek,V0310WW,4096
Q210,Q210,DEXP,SC9863A,Spreadtrum,Q210,3072
PAFT00,Find X,OPPO,SDM845,Qualcomm,PAFT00,8192
a32ul_emea_orange_es,Desire 626,htc,MSM8916,Qualcomm,htc_a32ul_emea,2048
HRT56EU,Haier MatrixTV CE,Haier,t56,Mediatek,deto,1536
beyond0lteser,Galaxy S10e,samsung,Exynos 9820,Samsung,beyond0,6144
M812C,M812C,AND,MSM8926,Qualcomm,M812,2048
SC-53C,GalaxyA53 5G,samsung,s5e8825,Samsung,SC-53C,6144
RG725_Q_ROW,RG725_Q_ROW,RugGear,MT6739WW,Mediatek,RG725,2048
5080U,5080U,TCL,MT6737,Mediatek,shine_lite,2048
corfu_g,moto g41,motorola,MT6769,Mediatek,corfu,4096
PAR-TL00,nova 3,HUAWEI,KIRIN970,HiSilicon,HWPAR,6144
HY0001-Airtel,XStream-Smart-Box-002,Airtel-Xstream,MT5751,Mediatek,HY00A,2048
Mockingbird_00ID,Nokia C32,Nokia,SC9863A,Spreadtrum,MKDA,3072
DRIVE_6S_EEA,DRIVE_6SS,Kruger_Matz,MT6761,Mediatek,DRIVE_6S,4096
F55Max,F55Max,Sky_Devices,SC9832E,Spreadtrum,F55Max,2048
beyond0qltecs,Galaxy S10e,samsung,SM8150,Qualcomm,beyond0q,6144
XP10_Wifi,XP10_Wifi,XTouch,RK3326,Rockchip,XP10_Wifi,2048
G10_US,G10_US,GOODTEL,SC9863A,Spreadtrum,G10_US,3072
VNS-L31,P9 lite,HUAWEI,KIRIN650,HiSilicon,HWVNS-H,3072
DesertOne,DesertOne,AZOM_TECH,MT6739WW,Mediatek,DesertOne,3072
a20sub,Galaxy A20s,samsung,SDM450,Qualcomm,a20s,3072
L10_T05,L10_T05,VASOUN,T616,Spreadtrum,L10_T05,8192
gtactive2ltevl,Galaxy TAB Active2,samsung,Exynos 7870,Samsung,gtactive2lteue,3072
STARHUB_PadFone,PadFone Infinity,asus,MSM8974,Qualcomm,ASUS-A86,2048
CRR-CL20,Mate S,HUAWEI,KIRIN930,HiSilicon,HWCRR,3072
jadeltezc,Galaxy C8,samsung,MT6757V,Mediatek,jadeltechn,4096
Myria_FIVE,Myria FIVE,Myria,MT6737,Mediatek,Myria_FIVE,2048
lynkco_g,motorola razr 40,motorola,SM7450,QTI,lynkco,8192
BRAVIA_VH22_HK,BRAVIA VH22,Sony,MT5835,Mediatek,BRAVIA_VH22,4096
s520_acer_byocl,Liquid S2,acer,MSM8974,Qualcomm,a12,2048
9466X_EEA,TCL TAB 11,TCL,MT8788,Mediatek,Eternals11,4096
PE-UL00,PE-UL00,Huawei,KIRIN925,HiSilicon,hwPE,3072
gts210ltejv,Galaxy Tab S2 9.7,samsung,Exynos 5433,Samsung,gts210lte,3072
S89_RU,S89,DOOGEE,MT6779,Mediatek,S89,8192
M40Pro_A_EEA,M40 Pro_EEA,Teclast,T618,Spreadtrum,M40Pro_A_EEA,6144
F3110,P15,Itel,SC7731E,Spreadtrum,itel-W5005P,2048
X21,Karbonn X21,Karbonn,SC9863A,Spreadtrum,X21,2048
T770H,TCL 10L,TCL,SM6125,Qualcomm,T1_LITE,6144
a31xx,Galaxy A31,samsung,MT6768,Mediatek,a31,4096
XQ-BC72_RU,Xperia 1 III,Sony,SM8350,Qualcomm,XQ-BC72,12288
C21_Pro_EEA,C21_Pro_EEA,OUKITEL,MT6771,Mediatek,C21_Pro,6144
MS80X,MS80X,Multilaser,SDM450,Qualcomm,ML-TI0D-MS80X,4096
GEN_CL_P450L10,ZTE BLADE V9,ZTE,SDM450,Qualcomm,P450L10,2048
DN2103EEA,OnePlus Nord2 5G,OnePlus,MT6893,Mediatek,OP515BL1,12288
j3popltespr,Galaxy J3 Emerge,samsung,MSM8917,Qualcomm,j3popltespr,1536
BETELGEUSE,BETELGEUSE,CEIBAL,MT8163,Mediatek,BETELGEUSE,2048
X6s,Gtel X6s,Gtel,MT6739CW,Mediatek,Gtel_X6s,3072
P816T32,Q5-T,ZTE,MSM8916,Qualcomm,P816T32,2048
reks,Lenovo N Series Chromebook,google,N3060,Intel,reks_cheets,2048
NX541J,NX541J ,nubia,MT6755M,Mediatek,NX541J,3072
SGP551,Xperia Z2 Tablet,Sony,MSM8974AB,Qualcomm,SGP551,3072
RK1_EEA,U10,DOOGEE,RK3562,Rockchip,RK1,4096
LenovoTB-X705L-RU,Lenovo Tab P10,Lenovo,SDM450,Qualcomm,X705L,4096
r8sxx,Galaxy S20 FE,samsung,Exynos 990,Samsung,r8s,6144
H5013,H5013,UTIME,SC9832E,Spreadtrum,H5013,2048
NAUTIZ_X2,Nautiz_X2,Handheld,MT6735,Mediatek,NAUTIZ_X2,2048
1937,vivo 1937,vivo,SM6125,Qualcomm,1937,8192
XRover,XRover,LEAGOO,MT6763,Mediatek,XRover,6144
YUTOPIA,Yutopia,YU,MSM8994,Qualcomm,YUTOPIA,4096
LG6n-OP,POVA Neo 2,TECNO,MT6769V/CA,Mediatek,TECNO-LG6n,4096
anna_lgu_kr,Q8,lge,MSM8996,Qualcomm,anna,4096
vip6102w_tds,VIP6102W,ARRIS,BCM7271,Broadcom,vip6102w,2048
SILVERSTONE-T10,SILVERSTONE-T10,Packard_Bell,SC9863A,Spreadtrum,SILVERSTONE-T10,4096
falcon_gpe,Moto G Google Play edition,motorola,MSM8626,Qualcomm,falcon_umts,2048
CE9-TR,TECNO CAMON 16 Premier,TECNO,MT6785,Mediatek,TECNO-CE9,8192
Magic_Q1,Magic_Q1,OLAX,A133,Allwinner,Magic_Q1,2048
lt01wifixx,Galaxy Tab3 8.0,samsung,Exynos 4212,Samsung,lt01wifi,1536
Z8850K,Z2020N3,ZTE,SDM855,Qualcomm,Z8850K,6144
greatqltecs,Galaxy Note8,samsung,MSM8998,Qualcomm,greatqltecs,6144
RMX3561EEA,realme GT NEO 3,realme,MT6895Z/TCZA,Mediatek,RED8BEL1,6144
JA3-TBA1004-6,JA3-TBA1004-6,aiwa,MT8788,Mediatek,JA3-TBA1004-6,6144
Z3101T,Blade A3 SE,ZTE,SC9863A,Spreadtrum,Z3101T,2048
TR10CD1_i_Buddie6,TR10CD1(PVT2),i-Buddie,Z2560,Intel,TR10CD1_6,2048
BV9100_RU,BV9100,Blackview,MT6765,Mediatek,BV9100,4096
BODRUM_JJohnson,Android TV,JJohnson,t32,Mediatek,finch,1536
P13_Blue_Max_TR,P13 Blue Max 2020,Reeder,MT6762d,Mediatek,P13_Blue_Max,4096
davinci_eea,Mi 9T,Xiaomi,SM7150,Qualcomm,davinci,6144
EEA_P720F03_1,ZTE Blade V50 Design 5G,ZTE,T760,Spreadtrum,P720F03,4096
P13_k1,P13 Blue Max 128 GB 2022,reeder,T310,Spreadtrum,Blue_Max_128GB_2022k1,4096
X95i,X95i,DOOGEE,MT6737,Mediatek,X95i,2048
dm1qrktw,Galaxy S23,samsung,SM8550,QTI,dm1q,8192
SGA003SH,AQUOS sense4 basic (A003SH),SG,SM7125,Qualcomm,JeridB,3072
GEN_AT_P840F10,ZTE BLADE V0800,ZTE,MSM8940,Qualcomm,ZTE_BLADE_V0800,3072
corot_eea,Xiaomi 13T Pro,Xiaomi,MT6985,Mediatek,corot,8192
Konnect_560,Konnect 560 Cinépix,Danew,MT6753,Mediatek,Konnect_560,3072
X600_NFC,X600 NFC,OMIX,MT6769,Mediatek,X600_NFC,6144
V2s_EEA,Sunmi V2s,SUNMI,MT8766B,Mediatek,V2s,3072
X-treme_PQ18_MAX,X-treme PQ18 MAX,Sigma_mobile,MT6762,Mediatek,PQ18_MAX,4096
himaul_tmous,One M9,htc,MSM8994,Qualcomm,htc_himaul,3072
N40Pro,N40Pro,DOOGEE,MT6771,Mediatek,N40Pro,6144
L270,L270,DEXP,SC7731E,Spreadtrum,L270,2048
BL65_TG,BL65,Bmobile,SC9832E,Spreadtrum,Bmobile_BL65_TG,2048
Nord_EEA,OnePlus Nord,OnePlus,SM7250,Qualcomm,Nord,12288
a9xltezh,Galaxy-A9(2016),samsung,MSM8976,Qualcomm,a9xltechn,3072
PD2068G,V2068A,vivo,MT6833V/ZA,Mediatek,PD2068,6144
RealtekHank,RealtekHank,Realtek,RTD1319,Realtek,RealtekHank,2048
LenovoTB-X605F,Lenovo Tab M10 (FHD),Lenovo,SDM450,Qualcomm,X605F,4096
ATH-UL06,ShotX,HUAWEI,MSM8939,Qualcomm,HWATH,3072
Tesla_4K_ATV,EU,Tesla,T22,MStar,yeongdeungpo,1536
BL8800Pro,BL8800Pro,Blackview,MT6833V/ZA,Mediatek,BL8800Pro,8192
RMX3231EEA,realme C11 2021,realme,SC9863A,Spreadtrum,RMX3231,2048
PN_M_series,PN-M501/PN-M401,Sharp,RK3288,Rockchip,PN_M_series,2048
Q10107L-ME,Q10107L-ME,AOC,SC9863A,Spreadtrum,Q10107L-ME,2048
HT10LB2MBKLTM,HT10LB2MBKLTM,Hyundai,MT8765B,Mediatek,HT10LB2MBKLTM,2048
Olax_Prime_12,Olax Prime 12 ,Olax,MT6739WA,Mediatek,Olax_Prime_12,2048
sweet_ru,Redmi Note 10 Pro,Redmi,SM7150,Qualcomm,sweet,6144
7mobile_Kamba_2,Kamba 2,7mobile,MT6739CH,Mediatek,7mobile_Kamba_2,3072
TAQ-104A,TAQ-104A,DENVER,RK3326,Rockchip,TAQ-104A,2048
wise6uskx,Galaxy Watch6 Classic,samsung,S5E5515,Samsung,wise6us,2048
b0sxser,Galaxy S22 Ultra,samsung,s5e9925,Samsung,b0s,8192
WC300SN,WC300SN,WIKO,MT6739WW,Mediatek,WC300SN,2048
XP8835,XP8,Sonim,SDM630,Qualcomm,XP8800,4096
Wildfire_E_ultra,Wildfire E ultra,HTC,SC9863A,Spreadtrum,Wildfire_E_ultra,2048
IVR_jp_kdi,AQUOS sense7,KDDI,SM6375,QTI,IVR,6144
Elo-PP3-13,PayPoint® for Android,Elo,MT6739WW,Qualcomm,Elo-PP3-13,3072
K900_ROW,K900,Lenovo,Z2520,Intel,K900_ROW,2048
F109L,F109L,GIONEE,MT6737,Mediatek,GIONEE_SW17G09,3072
2061N,V2061,vivo,SM7125,Qualcomm,2061,8192
RMX3630EEA,realme 10,realme,MT6789V/CD,Mediatek,RE8DDCL1,6144
msf3_global_com_nr,LG Stylus3,lge,MT6750,Mediatek,msf3,2048
Spark_X,Spark X,Wileyfox,MT6735,Mediatek,porridgek3,2048
KTC_GHIA_4K_NA_21V2,GHIA,GHIA,t31,Mediatek,zhongshan,2048
P963F62_2,ZTE Blade A53+,ZTE,SC9863A,Spreadtrum,P963F62,2048
X1031X,X1031X,MEDION,MT8783T,Mediatek,X1031X,2048
MZS10,MZS10,HOOZO,SC9863A,Spreadtrum,MZS10,3072
jeter_amz,moto g(6) play,motorola,MSM8920,Qualcomm,jeter,2048
Vivo_XL4,Vivo XL4,BLU,MT6762,Mediatek,V0350WW,3072
Five_Pro_EEA,Five Pro,Logicom,SC9832E,Spreadtrum,Five_Pro,2048
zeroltezc,Galaxy S6 Edge,samsung,Exynos 7420,Samsung,zeroltechn,3072
i9071ae,SUGAR S11,SUGAR,SDM450,Qualcomm,i9071ae,4096
WP13_RU,WP13_RU,OUKITEL,MT6833V/ZA,Mediatek,WP13,8192
S95,S95,DOOGEE,MT6779p90,Mediatek,S95,6144
full_aio_otfp,K3 Note,Lenovo,MT6752,Mediatek,aio_otfp,2048
a70qdx,Galaxy A70,samsung,SM6150,Qualcomm,a70q,6144
D30_EEA,D30,ADOC,MT6762,Mediatek,D30,4096
ACT101HD_WIFI_EEA,act101hdwf,archos,A133,Allwinner,act101hdwf,3072
SH-M20,AQUOS wish,SHARP,SM4350,Qualcomm,SX1,4096
ECQ-DAT01,ECQ-DAT01,ELSONIC,SC7731E,Spreadtrum,ECQ-DAT01,2048
W10_T_US,W10_T_US,WOZIFAN,MT8183,Mediatek,W10_T_US,6144
TRECFONE_A21S,TRECFONE_A21S,MHL,MT6761,Mediatek,TRECFONE_A21S,4096
BODRUM_Nordmende,Android TV,Nordmende,t32,Mediatek,finch,1536
PixelV1,Pixel V1,Lava,MT6582,Mediatek,PixelV1_sprout,2048
r11qzcx,Galaxy S23 FE,samsung,SM8450,QTI,r11q,8192
KD6-KESF,SPARK 5 Air,TECNO,MT6761,Mediatek,TECNO-KD6,2048
V2237_RU,V27e,vivo,MT6789,Mediatek,V2237,8192
mk6p_kt_kr,LG X power,lge,MT6735,Mediatek,mk6p,2048
PAAM00,R15 梦境版,OPPO,SDM660,Qualcomm,PAAM00,6144
Telenor_Infinity_a,Infinity_a,Telenor,MT6735,Mediatek,Telenor_Infinity_a,2048
THMTKAW03232_eea,THMTKAW03232_eea,TREKSTOR,MT8163A,Mediatek,THMTKAW03232,2048
EMIR_Sb,Android TV,Sb,t31,Mediatek,shandao,2048
Smart_Page_8_Pro,Smart Page 8 Pro,PLDT_Home,MT8783,Mediatek,Smart_Page_8_Pro,2048
c2seea,Galaxy Note20 Ultra,samsung,Exynos 990,Samsung,c2s,12288
RMX3370EEA,realme GT Neo2 5G,realme,SM8250ac,Qualcomm,RE879AL1,8192
5080Q,5080Q,TCL,MT6737,Mediatek,shine_lite,2048
FS8016_00CN,SHARP AQUOS S2 Plus,SHARP,SDM660,Qualcomm,SAT,6144
Blade,Blade,Ditec,MT6739WA,Mediatek,Blade,3072
2036M,V2031,vivo,SM6115,Qualcomm,2036,8192
RMX3830RU,realme C51,realme,T612,Spreadtrum,RE58BC,4096
RMX2202T2,realme GT 5G,realme,SM8350,Qualcomm,RMX2202L1,8192
yogi_12_prc_wifi, 	 Lenovo YOGA Laptop with Android ,Lenovo,Z8550,Intel,YOGABOOK12,4096
W-V730-EEA,View4 Lite,WIKO,MT6762d,Mediatek,W-V730,2048
SW3_ATV_N,North America,SW,MT5597,Mediatek,SW3_ATV,1536
P963F90W_2,ZTE Blade A32,ZTE,SC9863A,Spreadtrum,P963F90W,2048
k5_uq_jp,LG X Screen,lge,MSM8916,Qualcomm,k5,2048
rtwo_g,motorola edge 40 pro,motorola,SM8550,QTI,rtwo,8192
clark_retcn_ds,Moto X Style,motorola,MSM8992,Qualcomm,clark_ds,3072
CPH2325T2,CPH2325,OPPO,MT6765,Mediatek,OP5303,4096
SEI630SCV,SCVinfi 4K,SCVInfinity,AMLS905C1,Amlogic,SEI630SCV,2048
a50szh,Galaxy A50s,samsung,Exynos 9611,Samsung,a50s,4096
DIGIT_INFINITY,DIGIT INFINITY ,DIGIT,SC9832E,Spreadtrum,DIGIT_INFINITY,2048
P13_Blue_Plus_TU,P13 Blue Plus,reeder,MT6761,Mediatek,P13_Blue_Plus,4096
BQru-5206L,BQ-5206L Balance,BQru,MT6737,Mediatek,BQru-5206L,2048
SpaceTab_H20_EEA,SpaceTab_H20_EEA,Haoqin,T310,Spreadtrum,SpaceTab_H20_EEA,4096
frescoltelgt,Galaxy Note3 Neo,samsung,MSM8974,Qualcomm,frescoltelgt,2048
T3_Pro,T3 Pro,vernee,MT6739WA,Mediatek,T3_Pro,3072
vip7802_du,du TV,ARRIS,BCM72180,Broadcom,f515,4096
Raven_04US,Nokia C210,Nokia,SM6115,Qualcomm,RVTA,3072
A1_Smart_Box_DV9161,A1-Smart-Box-DV9161,A1,AMLS905Y4,Amlogic,DV9161-KBA,2048
dm1qcsx,Galaxy S23,samsung,SM8550,QTI,dm1q,8192
PRA-LX1RU,Honor 8 Lite,HONOR,KIRIN655,HiSilicon,HWPRA-H,3072
excalibur_in,Redmi Note 9S,Redmi,SM7125,Qualcomm,excalibur,6144
a10sins,Galaxy M01s,samsung,MT6762,Mediatek,a10s,2048
sx5_xlr_gms,Skorpio X5,Datalogic,SDA660,Qualcomm,sx5,4096
Q27CMA11,Q27CMA11,JOOYONTECH,RK3399,Rockchip,Q27CMA11,4096
A662LM-JIO-C3,itel A60S,Itel,SC9863A,Spreadtrum,itel-A662LM,2048
WP19_EEA,WP19,OUKITEL,MT6785,Mediatek,WP19,8192
jd2018_cmcc,Z5,Lenovo,SDM636,Qualcomm,jd2018_cmcc,4096
PAD-8,PAD-8,VORAGO,RK3562,Rockchip,PAD-8,4096
X680F-OP,Infinix HOT 9 Play,Infinix,MT6765,Mediatek,Infinix-X680F,4096
TeleRed-Trimi-DV9061,TeleRed DV9061,TeleRed-Trimi,AMLS805X2,Amlogic,DV9061-KAB,2048
BV9500Plus_EEA,Blackview BV9500Plus,Blackview,MT6771T,Mediatek,BV9500Plus,4096
BDL1064PR001_EEA,BDL1064PR001,Polaroid,SC9832E,Spreadtrum,BDL1064PR001,2048
m11qnntur,Galaxy M11,samsung,SDM450,Qualcomm,m11q,3072
BRAVIA_VU2,BRAVIA_VU2,Sony,RTD2873A,Realtek,BRAVIA_VU1_2K,2048
CP8681_A01,Coolpad 8681_A01,QiKU,MT6753,Mediatek,CP8681_A01,2048
a50aml_htc_asia_india,One E9s dual sim,htc,MT6752,Mediatek,htc_a50aml,2048
Zpad-X8-PRO,Zpad-X8-PRO,Zinox,SC9832E,Spreadtrum,Zpad-X8-PRO,2048
ATSC93RC,XF50SM,RCA,T22,MStar,sindorim,1536
Turbox_S3,Turbox_S3,Plaisio,MT6737,Mediatek,Turbox_S3,2048
2110T,V2110,vivo,MT6769T,Mediatek,2110,4096
G-8_PRO,G-8_PRO,GreenLion,SC9863A,Spreadtrum,G-8_PRO,2048
Shahin_III,Shahin_III,General_luxe,MT6833V/PNZA,Mediatek,Shahin_III,8192
V2s_TR,Sunmi V2s,SUNMI,MT8766B,Mediatek,V2s,3072
WW_Phone,ZenFone 2 (ZE500CL),asus,SDM630,Intel,ASUS_A001D_1,4096
X6710-GL,NOTE 30 VIP ,Infinix,MT6893Z/CZA,Mediatek,Infinix-X6710,8192
LenovoTB-J607Z_PRC_REL,Lenovo Tab QT K11 Pro 5G,Lenovo,SM7125,Qualcomm,J607Z,6144
POLYTRON_P552,POLYTRON P552,POLYTRON,MT6753,Mediatek,POLYTRON_P552,3072
ST11-A5,ST11-A5,sincoole,MT6771,Mediatek,ST11-A5,4096
K101_EEA,K101_EEA,ZONKO,SC9863A,Spreadtrum,K101_EEA,2048
KE5k-OP,SPARK 6 Go,TECNO,MT6762d,Mediatek,TECNO-KE5k,4096
AIS_PLAYBOX,PLAYBOX,AIS,AMLS912,Amlogic,AIS_PLAYBOX,2048
W1,W1,Wings,MT6739WA,Mediatek,W1,3072
PD2156,V2156A,vivo,MT6833V/ZA,Mediatek,PD2156,8192
beyond1qlterkt,Galaxy S10,samsung,SM8150,Qualcomm,beyond1q,8192
gbt_ares,GX2,GSmart,MSM8228,Qualcomm,GBC_ares,2048
VOX_G501_4G,DIGMA VOX G501 4G VS5033ML,DIGMA,MT6737,Mediatek,VS5033ML,2048
DVB94KG,M8X,Kogan,t32,Mediatek,dundas,1536
E1070X_EEA,LIFETAB E1070X,MEDION,MT8766A,Mediatek,E1070X,3072
T21-EEA,T21-EEA,TOSCIDO,SC9863A,Spreadtrum,T21-EEA,3072
PD2219,vivo Y77,vivo,MT6855,Mediatek,PD2219,6144
SH-R80P,AQUOS R8 pro,SHARP,SM8550,QTI,Kamille,12288
KC-S304,DIGNO SANGA edition,KYOCERA,SM4350,Qualcomm,KC-S304,4096
X6826-OP,Infinix HOT 20,Infinix,MT6769V/CA,Mediatek,Infinix-X6826,4096
P30HD_ROW,P30HD_ROW,Teclast,SC9863A,Spreadtrum,P30HD,4096
AGM_H3_EEA,AGM H3,AGM,MT6762,Mediatek,AGM_H3,4096
2149T,V2149,vivo,MT6762,Mediatek,2149,4096
mmh4_fne,LG K40,lge,MT6762,Mediatek,mmh4,3072
BRAVIA_ATV3_4K_UC,BRAVIA 4K GB ATV3,Sony,MT5832,Mediatek,BRAVIA_ATV3_4K,2560
p1_acg_us,LG G4,lge,MSM8992,Qualcomm,p1,3072
KG6P-GL,TECNO SPARK 8T,TECNO,MT6765,Mediatek,TECNO-KG6P,4096
ocean_vzw,moto g(7) power,motorola,SDM632,Qualcomm,ocean,3072
gtoxx,"Tab A (8.0, 2019)",samsung,SDM429,Qualcomm,gto,2048
1910N,vivo 1910,vivo,SM6150,Qualcomm,1910N,8192
P635T36_SG_DIS,BLADE A610,ZTE,MT6735,Mediatek,ZTE_BLADE_A610,2048
SOV42_jp_u,Xperia 8,Sony,SDM630,Qualcomm,SOV42-u,4096
TAB900,TAB900,e4u,SC9863A,Spreadtrum,TAB900,4096
9132X3_EEA,TCL TAB 8 Wi-Fi,TCL,MT8766B,Mediatek,Luna,2048
HiPadPlus-3_ROW,HiPadPlus-3_ROW,CHUWI,MT8183,Mediatek,HiPadPlus,4096
M863TabH8,M863TabH8,LARVAND,SC9863A,Spreadtrum,M863TabH8,2048
XP8825,XP8,Sonim,SDM630,Qualcomm,XP8800,4096
TR7990,TR7990,ADVANCE,SC7731,Spreadtrum,TR7990,2048
enjoytv_hybrid,Enjoytv_hybrid,Geniatech,AMLS905X,Amlogic,enjoytv_hybrid,2048
QL1668S,HOT S3,Infinix,MSM8937,Qualcomm,Infinix-X573,3072
BV9000-RU,BV9000-RU,Blackview,MT6757CD,Mediatek,BV9000-RU,4096
T779W,TCL Stylus 5G,TCL,MT6833V/NZA,Mediatek,Challenger_TMO,4096
PEFM00,OPPO A35,OPPO,MT6765,Mediatek,OP4E7B,4096
MHA-L29,Mate 9,HUAWEI,KIRIN960,HiSilicon,HWMHA,4096
geehrc_skt_kr,LG Optimus G,lge,APQ8064,Qualcomm,geehrc,2048
dandelion_cn,Redmi 10A,Redmi,MT6762,Mediatek,dandelion,2048
VOX_Alpha_Plus,VOX Alpha Plus,IRIS,MSM8917,Qualcomm,VOX_Alpha_Plus,2048
1804_RU,vivo 1804,vivo,SDM660,Qualcomm,1804,6144
RMX3263TR,realme C21-Y,realme,T610,Spreadtrum,RED8D1,4096
redway10,redway10,redway,MT8163,Mediatek,redway10,3072
XQ-AU51,Xperia 10 II,Sony,SM6125,Qualcomm,XQ-AU51,4096
A20_01,A20,TVB,AMLS905Y4,Amlogic,A20,2048
V2147iM,V2162,vivo,MT6765,Mediatek,2120,3072
FS8028_VN,SHARP R1S,Sharp,MT6750,Mediatek,SK3,3072
UMIDIGI_C1,UMIDIGI C1,UMIDIGI,MT6739WW,Mediatek,UMIDIGI_C1,2048
hlteub,Galaxy Note3,samsung,MSM8974,Qualcomm,hltecan,3072
HLTE220E, Hisense E30,Hisense,MT6763,Mediatek,HS6763MT,2048
M21_RU,S41,DOOGEE,MT6761,Mediatek,M21,3072
KTC_JVC_4K_ISDB_22GV1,JVC,JVC,t31,Mediatek,hongkong,2048
Desert2,Desert2,Azom,MT6771T,Mediatek,Desert2,6144
p4noteltevj,Galaxy Note 10.1,samsung,Exynos 4412,Samsung,p4notelte,2048
TERRA_PAD_1005POKO,TERRA_PAD_1005POKO,TERRA,MT6737T,Mediatek,TERRA_PAD_1005POKO,2048
CPH2411,OnePlus 10R 5G,OnePlus,MT6895,Mediatek,OP5566L1,12288
GRAVITY_4_PLUS,GRAVITY_4_PLUS,SPC,MT8183,Mediatek,GRAVITY_4_PLUS,8192
meh35lm_8mfn, K62+,lge,MT6765,Mediatek,meh35lm,4096
TAB_R6_Pro,TAB R6 Pro,HOTWAV,MT6771,Mediatek,TAB_R6_Pro,8192
VCT9T48Q34,VCT9T48Q34,VENTURER,MT8168A,Mediatek,VCT9T48Q34,3072
GTV_98CH,"Philippines,South America",CHiQ,RTD2851A,Realtek,ahua,2048
E76,E76,Hisense,MSM8937,Qualcomm,HS8937QC,3072
HT8WB1RBK02A,HT8WB1RBK02A,Hyundai,A133,Allwinner,HT8WB1RBK02A,3072
WA-P7,Translation device,Panasonic,MSM8909,Qualcomm,WA-P7,2048
CPH2235RU,CPH2235,OPPO,SM7125,Qualcomm,OP4F25L1,8192
E5363,Xperia™ C4 Dual,Sony,MT6752,Mediatek,E5363,2048
ELN-W09TR,HONOR Pad X9,HONOR,SM6225,QTI,HNELN-Q,4096
geehrc_cht_tw,LG Optimus G,lge,APQ8064,Qualcomm,geehrc,2048
T500_EEA,T500,TUFF,MT6739CH,Mediatek,T500,3072
A13,A13,UMIDIGI,T610,Spreadtrum,A13,4096
V2317,V29e 5G,vivo,SM6375,QTI,V2317,8192
beyondxqtmo,Galaxy S10 5G,samsung,SM8150,Qualcomm,beyondxq,6144
H8015F,HOT5,Infinix,MT6580,Mediatek,Infinix-X559C,2048
TL66_WW,Antares,Tonino_Lamborghini,MT6589,Mediatek,TL66,2048
AUPO_Zeus_10_Pro_ROW,AUPO_Zeus_10_Pro_ROW,AUPO,SC9863A,Spreadtrum,AUPO_Zeus_10_Pro_ROW,4096
AD10-TR,TECNO PHANTOM V Fold,TECNO,MT6983Z/TCZA,Mediatek,TECNO-AD10,12288
gts7xllitekxx,Galaxy Tab S7 FE,samsung,SM7225,Qualcomm,gts7xllite,4096
MT-790QR_V1_EEA,MT-790QR_V1_EEA,TJD,RK3566,Rockchip,MT-790QR_V1_EEA,2048
100026203,100026203,onn,MT8768A,Mediatek,mid1035_mq,2048
M23H_EEA,V MAX,DOOGEE,MT6877,Mediatek,M23H,12288
jeter_sprint,moto g(6) play,motorola,MSM8920,Qualcomm,jeter,2048
V2205_EEA,Y35,vivo,SM6225,QTI,V2205,8192
meri,MI 5C,Xiaomi,S1,PineCone,meri,3072
o7ltedd,Galaxy On7,samsung,MSM8916,Qualcomm,o7lte,1536
matissewifiue,Galaxy Tab4 10.1,samsung,APQ8026,Qualcomm,matissewifiue,1536
P55_Novo_4G,P55 Novo,Panasonic,MT6735,Mediatek,P55_Novo_4G,2048
MT02_EEA,MT02_EEA,UMIDIGI,T618,Spreadtrum,MT02_EEA,6144
T609DL,TCL 40 XE 5G,TCL,MT6833,Mediatek,Encore_TF,4096
